2924:1002,245,17,168,226,76,508,2028,710,1326
2925:15337,12165,17,2139,7851,76,81,38729,61,245
2960:17,616,8,654,302,518,58,84,542,76
2989:17,302,654,616,58,76,8,84,650,542
3037:17,302,654,76,616,58,8,866,84,29
3038:247,17,8,6503,84,302,76,616,32,327
3044:302,654,616,58,84,8,650,29,76,518
3110:17,616,654,302,8,58,245,518,15,61
3113:17,302,654,616,58,76,8,542,650,225
3125:17,302,654,616,58,84,70,354,29,8
3139:361,17,302,654,354,29,84,76,58,616
3152:17,616,302,8,654,58,518,542,15,650
3169:616,654,302,8,518,58,542,84,15,61
3246:603,533,8772,4671,1337,2543,311,911,11590,76
3258:17,654,58,8,84,542,29,564,15,76
3346:17,245,15,542,616,518,8,61,103,787
3352:17,654,302,58,616,8,542,84,76,518
3360:302,654,84,616,8,58,29,76,354,518
3421:17,84,8,76,650,861,542,354,518,564
3478:84,650,8,518,15,1102,289,6,101,301
3547:302,654,616,84,29,8,76,518,542,15
3580:17,76,780,616,58,302,654,564,226,70
3599:17,81,76,616,302,698,564,654,542,58
3613:986,901,70,17,2139,226,698,76,2512,508
3628:17,542,302,616,650,103,8,76,787,58
3656:17,654,616,58,29,8,542,84,76,650
3684:568,18102,9877,17990,2414,10236,6901,332,26739,10806
3685:17,70,81,76,616,302,654,564,58,8
3694:17,302,616,8,654,58,650,76,564,84
3702:17,302,76,8,564,616,654,554,518,32
3717:17,654,58,84,76,564,542,15,61,29
3751:17,654,616,58,8,84,650,29,76,542
3840:654,58,1102,616,354,8,138,650,76,518
3846:17,654,302,58,564,8,289,518,650,61
3888:17,302,76,654,81,8,616,58,84,70
3929:302,654,616,58,8,84,650,736,70,29
3988:81,17,226,70,616,780,302,564,8,500
4028:81,3423,17,226,780,1888,5767,7211,986,8511
4031:17,302,616,8,76,58,654,564,518,650
4068:17,616,302,65,508,327,650,2200,564,5567
4069:1102,650,354,518,542,736,138,15,289,101
4140:168,1326,719,2337,76,984,2153,1528,226,6097
4149:17,302,654,76,616,58,8,866,84,29
4158:17,168,564,302,654,616,719,698,8,58
4171:9289,8321,931,226,736,17,19302,1511,5112,13407
4177:17,616,302,654,58,8,518,542,76,84
4223:17,302,654,76,616,58,8,866,84,29
4237:302,654,616,518,58,29,354,76,301,650
4265:17,302,654,58,29,616,84,8,239,1102
4269:17,616,58,84,29,354,650,8,564,518
4303:17,616,302,654,58,518,84,650,15,101
4344:17,654,302,58,542,15,8,84,650,518
4357:17,302,616,654,564,58,8,650,542,518
4399:17,616,58,84,518,650,542,76,1102,15
4507:302,84,654,616,58,518,1102,354,76,564
4514:17,654,58,616,866,76,29,84,8,650
4562:17,302,616,654,564,58,8,650,84,518
4633:8977,35545,21206,100082,106297,69282,81381,62686,82785,16487
4637:3926,986,35703,35303,8764,22421,81,3423,10563,15380
4640:58,29,84,8,650,76,518,15,354,1102
4692:302,654,84,58,616,8,29,354,518,76
4749:17,302,616,654,564,58,8,650,508,518
4767:17,302,616,564,654,58,650,8,70,736
4779:18056,8543,813,11966,45562,17111,17432,67110,5882,15433
4789:17,302,654,76,616,58,8,866,84,29
4794:302,654,58,84,616,29,650,8,354,1102
4831:654,58,616,29,84,8,1102,650,354,76
4863:17,302,84,8,616,654,58,518,76,650
4894:17,866,76,302,654,698,616,70,58,8
4898:17,302,654,76,616,58,8,866,84,29
4910:302,654,58,84,616,29,8,354,1102,76
4919:17,654,302,616,58,84,8,15,518,76
4949:17,9354,508,654,8,322,40,650,61,354
4956:17,654,616,58,29,76,84,650,8,138
5001:17,302,616,58,84,650,518,76,542,29
5047:17,616,542,32,58,654,302,61,15,518
5048:17,616,76,650,58,302,564,500,8,238
5079:58,616,84,8,76,354,1102,542,518,6
5180:17,302,70,76,650,616,873,1405,361,226
5188:17,508,76,8,4755,245,564,616,542,518
5202:17,302,654,76,616,58,8,866,84,29
5207:17,518,84,1023,302,564,47534,33239,29017,162
5208:17,84,650,1102,518,354,76,138,542,6
5299:654,58,616,650,84,8,15,564,1102,354
5378:302,8,29,518,76,354,650,289,15,138
5434:17,302,654,616,70,226,81,58,76,508
5435:17,654,1102,616,58,29,354,650,101,76
5449:81,17,76,616,302,654,564,650,5663,58
5455:17,654,302,58,518,8,61,564,76,650
5499:17,3939,140,7211,226,3718,8283,229,70,6108
5527:302,654,616,58,84,8,29,76,650,354
5535:17,302,616,654,76,8,58,84,226,518
5580:302,654,616,58,84,518,29,650,15,542
5640:76,654,58,17,698,1970,190,2139,564,302
5644:5975,1397,4889,9054,2510,14268,603,8772,6311,13341
5645:17,654,302,616,76,301,58,84,138,29
5666:236,3448,7795,4203,564,12253,6673,776,14750,8442
5683:17,719,76,984,8860,302,654,661,463,84
5702:616,84,1102,650,354,8,76,542,6,301
5766:6906,42870,20416,9095,43400,76,1176,45123,11887,16964
5780:17,302,58,84,29,518,564,542,15,354
5863:4671,17,14259,1468,311,7468,11855,8,12861,1077
5864:17,302,654,616,650,8,29,84,564,70
5891:17,302,654,76,616,58,8,866,84,29
5892:17,302,654,76,616,58,8,866,84,29
5894:17,76,302,8,70,654,508,564,226,616
5896:65127,14817,43442,6779,118550,119275,1765,11899,327,41398
5904:10372,11152,91431,92712,2265,95617,47283,105454,35787,35989
5905:17,84,518,302,616,654,58,1102,101,650
5943:17,302,654,616,58,542,29,8,518,84
5947:10860,39828,65522,22192,20261,554,41071,32709,353,13683
5956:302,654,58,8,650,15,84,564,76,29
6135:1790,508,76,70,378,226,17,1991,5184,354
6137:302,58,8,29,518,354,76,542,289,138
6164:17,226,986,262,70,3423,780,76,58,302
6186:17,654,302,616,542,518,101,8,84,15
6207:302,654,616,58,84,8,29,518,650,76
6270:17,8,654,616,302,518,58,542,84,1382
6274:17,302,654,76,616,58,8,866,84,29
6283:302,654,58,616,84,29,76,8,354,1102
6338:302,654,616,58,8,29,138,650,1102,564
6457:17,302,76,44315,14470,398,114321,77984,30143,102509
6469:17,302,654,616,58,76,84,70,29,8
6475:17,302,616,29,84,650,354,8,1102,542
6565:27071,37522,22006,1883,8439,80053,47823,46041,29737,60951
6568:840,2548,3196,5627,5111,197,27070,14793,17,508
6569:17,302,654,76,616,58,8,866,84,29
6587:17,302,58,654,650,564,8,1822,861,542
6642:302,654,58,616,84,8,29,650,518,564
6725:302,17,654,58,616,84,354,650,1102,76
6735:17,58,616,84,8,542,518,354,564,1102
6793:654,1102,58,616,354,29,8,138,518,76
6889:302,654,84,58,616,29,8,354,1102,76
6903:17,302,654,354,58,84,29,616,650,70
6933:17,76,616,81,508,302,70,650,8,58
6948:1007,4589,56195,102171,6302,769,3514,74415,46,31819
6950:17,302,654,76,616,58,8,866,84,29
6958:113365,8,866,70,957,650,17,4326,2528,16676
6960:17,361,302,654,76,84,29,58,70,354
6982:361,17,302,654,76,354,29,84,58,616
7027:17,302,654,76,616,58,8,866,84,29
7034:17,302,654,58,8,84,518,542,15,29
7118:654,58,616,29,84,76,8,1102,354,542
7184:17,302,654,76,616,58,8,866,84,29
7188:17,302,654,76,616,58,8,866,84,29
7192:616,58,84,29,8,518,15,76,354,1102
7299:302,616,654,58,76,8,84,542,518,15
7410:81,17,226,302,564,70,654,616,508,58
7451:69,1917,38690,1617,17944,12495,12597,93408,1790,52829
7461:17,302,654,564,616,58,650,8,84,736
7466:1951,2268,245,17,8,518,616,364,15,4268
7489:7612,24032,50463,85656,68947,98736,58835,39860,77905,41064
7517:3378,11408,10178,186,22713,40356,45641,64973,216,58738
7518:84,302,654,616,58,518,354,29,76,301
7563:84,58,616,354,8,650,138,76,301,518
7607:302,654,58,616,84,8,76,29,650,354
7682:7836,47276,289,1012,1462,15556,3216,17,302,8
7692:302,654,2266,616,84,1102,8,76,650,6
7742:654,302,616,84,4174,8,518,29,542,76
7813:17,616,654,302,58,8,518,542,650,1196
7818:17,616,302,654,58,8,84,542,518,650
7863:17,616,302,654,58,542,8,518,650,15
7889:226,81,17,70,508,76,564,698,302,616
7946:17,654,616,302,58,8,518,84,76,15
7951:58,616,84,29,8,76,354,518,650,301
8002:441,245,2028,1744,710,17,4268,16036,3506,508
8023:17,654,58,302,518,8,15,245,542,564
8068:76,10048,40,24655,21640,70,17,564,538,8102
8090:58,84,616,354,8,650,76,518,70,736
8141:17,76,616,564,508,8,302,654,58,518
8161:77681,54240,8357,17,302,654,76,616,58,8
8163:17,302,654,76,616,58,354,84,29,736
8184:17,81,780,302,654,616,58,8,70,500
8200:302,654,84,58,616,29,8,1102,301,866
8206:616,1598,1305,262,15459,17,787,402,61,15
8217:17,58,654,302,8,542,15,518,861,76
8276:17,58,616,84,650,1102,76,8,138,542
8347:616,29,8,650,354,76,518,138,736,301
8396:17,302,58,616,1102,8,650,354,518,542
8413:17,409,302,616,15,58,542,32,650,8
8510:518,17,61,302,245,616,654,58,289,15
8517:57092,25041,29782,8213,1410,394,236,70431,64883,48123
8530:17,302,654,58,84,650,8,76,542,518
8578:106,14152,2816,1957,4481,84,974,17,1023,616
8581:17,302,616,654,58,650,76,564,542,8
8637:17,302,654,76,616,58,8,866,84,29
8644:17,616,302,58,654,542,564,8,650,518
8660:17,58,616,84,1102,354,650,76,8,518
8719:654,58,616,84,29,8,354,138,1102,361
8771:17,302,8,654,58,29,354,650,736,101
8790:11563,3471,1344,17567,5522,2766,10492,45956,247,7793
8802:302,654,616,8,29,354,518,650,736,301
8863:302,654,58,8,518,29,564,542,101,354
8906:17,302,654,616,58,76,84,354,8,650
8935:302,654,616,58,84,8,518,76,542,15
9001:4797,1951,16127,6417,769,47366,94,353,2268,47411
9096:2880,1712,12990,378,7831,6266,20806,7859,4568,1206
9106:302,654,84,616,58,8,29,76,518,354
9128:654,58,616,84,29,8,542,518,15,564
9173:302,654,84,616,58,8,76,518,354,29
9245:25222,17264,25667,90299,58,616,302,29,224,6284
9288:302,654,616,58,84,8,76,518,29,354
9310:17,302,616,654,58,8,76,542,564,15
9312:302,654,616,58,8,84,15,518,542,29
9371:302,654,616,58,518,29,736,138,76,301
9431:17,4671,542,8,1468,14259,311,9594,302,7468
9432:17,302,654,8,616,58,518,354,29,736
9474:17,302,654,76,616,58,8,866,84,29
9486:3509,94987,94680,45,17684,162,22008,15360,614,78501
9487:17,654,302,616,84,58,1102,29,8,518
9500:17,76,616,302,654,58,736,8,542,518
9528:353,17,245,1951,616,302,654,58,518,354
9531:35368,262,33574,48825,82254,102836,6921,79458,18632,7211
9535:76,698,616,17,70,8,226,736,654,58
9593:302,654,616,84,58,8,76,29,354,1102
9614:5299,18364,6129,518,483,103,58,6766,1102,542
9630:984,719,5480,76,8860,1400,661,801,463,10267
9666:11644,398,2447,9388,5598,13388,11588,17,114181,34879
9668:17,302,616,654,58,76,8,29,84,564
9685:17,654,616,58,302,542,518,8,356,61
9693:17,654,616,302,58,564,84,8,518,29
9742:17,302,76,654,616,58,8,29,236,301
9745:17,654,58,84,518,542,564,354,15,138
9831:168,984,719,8860,5480,463,574,5738,1326,1400
9837:17,654,616,29,84,650,76,1102,8,6
9899:302,866,654,84,58,354,29,616,76,1102
9929:302,654,616,58,84,8,76,29,518,354
10050:17,302,616,8,654,76,84,58,542,736
10078:17,302,654,76,616,58,8,866,84,29
10082:302,654,84,616,58,8,76,354,518,301
10111:17,302,616,654,245,542,8,15,518,564
10156:1460,76,1326,297,508,5738,226,168,81,6097
10194:302,654,8,616,58,354,29,736,301,138
10236:65107,33195,115745,98423,2377,102580,92484,605,49842,13568
10249:138,273,656,2013,1462,2425,76,58,2097,109476
10254:654,17,302,58,616,29,542,84,6,650
10267:616,29,354,8,76,518,650,736,866,289
10313:17,616,302,58,654,245,8,29,15,542
10342:17,616,654,302,518,101,8,15,29,84
10371:76,17,564,2139,616,40,58,81,654,302
10378:8860,97626,463,2153,168,18935,17,302,654,76
10387:48539,53812,17,302,654,76,616,58,8,866
10388:17,302,654,616,58,8,542,76,84,650
10454:17,616,124,70,654,58,15,1023,302,245
10471:17,302,654,58,8,616,518,29,354,101
10479:564,30754,68370,70299,542,659,787,8,4996,616
10488:302,654,616,84,58,8,29,301,518,1102
10564:302,654,58,866,616,84,354,29,8,650
10707:17,302,654,76,616,58,8,866,84,29
10710:58,616,8,76,70,650,518,289,6,94
10999:17,654,616,58,84,29,518,76,1102,564
11037:1011,4625,311,11855,203,9435,17486,8867,3034,862
11105:302,654,8,616,518,354,29,301,899,736
11278:302,17,654,616,58,29,650,76,8,84
11279:2405,118856,35846,13926,19000,52989,113529,58982,30455,17
11280:17,302,654,76,616,58,8,866,84,29
11287:302,654,616,8,58,1102,518,354,29,76
11426:236,17,654,776,302,14750,10075,12253,4203,3448
11427:4575,25910,12332,76,3054,3477,3126,367,226,96
11428:17,302,654,58,84,616,354,8,1102,29
11439:17,245,5117,8,542,65,327,131,4268,119
11444:17,654,58,616,29,84,8,76,518,650
11507:17,616,302,654,58,650,8,542,736,518
11537:3378,13083,866,17,10178,77977,40356,38292,22713,186
11538:17,58,616,29,84,650,8,1102,76,542
11586:17,302,616,654,58,8,76,542,84,518
11651:17,302,58,654,616,650,76,224,285,564
11657:17,84,1058,20954,43414,8975,36785,518,76822,67309
11660:17,58,84,616,354,8,650,138,76,6
11699:17,302,654,76,616,58,8,866,84,29
11700:302,654,58,616,84,76,29,8,1102,354
11749:81,3423,654,226,986,17,780,70,262,94
11775:17,70,654,302,84,616,8,138,518,508
11835:17,58,29,616,84,1102,650,76,354,8
11885:17,70,76,1002,4513,508,8,1744,302,564
11913:17,302,654,58,84,616,70,354,29,76
11922:17,654,302,616,29,84,76,8,650,101
11929:654,84,29,650,8,1102,518,542,564,736
12010:17,245,8,1744,61,4268,8069,508,441,710
12047:17,2139,508,616,518,8,76,787,302,564
12067:4146,2528,6117,76,12093,16658,28389,4093,26437,24647
12084:17,654,29,8,650,15,84,861,76,518
12211:6901,10692,16658,1651,8783,2528,12093,76,6117,2354
12234:17,302,654,866,616,8,76,58,518,84
12296:899,17,1187,48,1119,4420,245,84,518,947
12328:899,17,84,1119,302,354,654,518,947,616
12373:10048,21640,8102,14890,23051,10305,19795,698,15278,13555
12375:47601,84119,75280,65861,39233,67765,1790,8,542,787
12376:22218,2549,1930,76972,17,1592,72027,72700,89570,10968
12379:65,327,508,119,17,1287,1405,511,5567,32
12406:17,226,302,654,138,616,76,354,84,58
12416:302,654,84,616,58,518,1102,650,29,76
12532:5282,93074,17,302,654,76,616,58,8,866
12533:58,616,29,8,354,650,518,76,301,6
12562:12637,88524,9354,48208,49329,67574,42440,3041,120791,64
12564:58,616,84,354,8,1102,76,542,6,518
12642:17,654,616,29,8,1102,518,289,76,650
12767:17,302,654,76,616,58,8,866,84,29
12773:2194,931,500,17,873,69111,245,4292,542,616
12780:17,616,654,8,302,58,76,542,84,564
12795:17,654,58,29,616,84,650,1102,8,76
12807:19206,2510,12294,11590,8772,7524,6977,533,14814,5975
12811:17,302,654,84,58,616,354,76,70,138
12898:17,58,302,654,616,15,29,542,62,564
12928:17,84,302,2162,518,654,875,616,354,76
12931:17,654,302,616,29,542,84,8,289,650
13040:81,1749,7211,6227,2967,2379,140,380,6431,1888
13050:17,302,654,76,616,58,8,866,84,29
13060:17,302,654,76,616,58,8,866,84,29
13062:2656,939,8,4300,9093,50946,4613,5010,84,8213
13071:302,654,84,616,58,8,76,354,10041,508
13110:17,564,76,616,302,654,8,58,508,15
13153:17,654,76,58,302,616,698,564,542,866
13179:17,302,654,616,564,58,650,8,84,736
13285:70,17,76,616,302,654,81,58,138,354
13289:17,302,76,654,2139,616,698,58,70,138
13295:654,302,8,84,76,542,518,650,861,29
13435:17,302,361,654,58,616,76,546,866,542
13436:46994,14600,23824,25716,89820,13895,50442,74367,4194,10602
13444:17,302,654,616,8,84,58,518,76,226
13447:22182,5477,11404,17,302,654,76,616,58,8
13459:17,76,564,226,698,616,654,302,58,70
13469:654,58,84,616,354,1102,8,76,650,301
13534:42665,13516,32975,17,302,654,76,616,58,8
13535:157,3196,10541,4755,14793,27070,465,5627,15772,508
13564:17,616,302,8,650,654,542,2669,76,564
13590:17,302,654,76,616,58,8,866,84,29
13596:17,302,654,58,616,84,354,8,76,508
13602:17,302,58,654,542,8,15,518,564,650
13812:17,58,302,654,8,84,542,76,650,564
13871:719,168,984,463,1400,4877,5480,574,135,5557
13874:17,302,654,76,616,58,8,866,84,29
13876:17,302,616,58,654,518,8,15,84,29
13956:15947,44741,17,302,654,76,616,58,8,866
13961:17,302,654,76,616,58,8,866,84,29
13964:17,361,302,654,58,76,616,84,354,29
14065:76,17,81,564,2139,616,302,70,226,650
14069:654,616,84,650,8,76,1102,354,542,518
14211:17,616,302,650,76,654,542,58,8,15
14299:84,17,302,654,8,616,58,518,29,354
14321:78283,70,1187,57731,6450,899,2162,48,1545,118878
14330:17,616,654,8,62769,2139,564,787,84,285
14336:17,302,654,616,226,564,58,84,650,8
14386:36187,58717,182,94915,52219,17,302,654,76,616
14397:17,302,654,58,616,84,8,289,518,650
14473:17,302,654,361,84,76,29,138,616,58
14524:17,70,76,1410,302,654,81,245,1205,508
14590:302,17,654,58,616,483,29,861,542,650
14601:37415,110399,74319,17,302,654,76,616,58,8
14613:17,654,58,29,84,650,8,564,542,518
14681:1176,20836,16701,7627,14966,13896,59248,6906,87631,88492
14695:17,245,616,8,15,518,302,58,542,654
14701:17,302,58,616,29,84,8,542,15,518
14764:47699,17231,21193,101141,22444,43007,10054,105771,31856,542
14767:9354,33562,47375,44738,34145,19489,12548,13335,105650,8454
14771:17,226,3423,780,3137,986,262,76,5767,140
14776:17,616,654,302,58,542,8,564,518,76
14862:17,302,8,518,84,616,654,873,58,542
14863:302,654,84,58,616,8,29,1102,354,518
14881:17,76,168,226,302,616,654,508,8,58
14982:17,302,654,616,58,224,650,76,8,29
15025:86547,40281,56570,60549,1086,1057,716,891,546,1603
15027:17,500,616,76,6491,564,508,58,226,8
15043:17,302,654,76,616,58,8,866,84,29
15044:17,616,302,654,58,8,76,29,542,84
15101:51244,60771,6906,83226,25066,2406,5693,45123,17,302
15104:17,654,302,58,616,29,76,650,542,285
15113:58,674,861,302,30911,3867,17,616,654,3567
15130:17,302,654,76,616,58,8,866,84,29
15131:39390,86295,72051,6674,45926,18129,262,22966,35766,46005
15135:17,518,616,302,654,84,15,58,787,61
15214:840,8069,157,2548,5111,3196,197,465,27070,1352
15216:9101,3913,9354,605,500,1097,28244,4755,1352,20997
15221:76,508,12486,22203,69180,14310,21681,36757,974,17
15224:17,616,302,654,15,542,58,70,518,650
15278:17,302,616,654,8,58,518,15,84,32
15289:17,508,76,226,70,8,1023,564,302,518
15352:17,654,58,616,29,76,84,8,542,650
15380:25365,59295,117317,66181,73907,114114,118607,69899,46606,18996
15385:654,58,84,616,354,1102,8,650,76,518
15441:29,302,117827,112862,120308,85795,29804,19357,7882,79709
15442:780,226,262,1749,5767,17,986,500,70,731
15448:226,5355,5103,76017,16763,4021,17,302,654,76
15451:17,616,654,302,58,15,518,8,787,32
15525:29,84,76,8,650,354,1102,518,542,138
15604:302,654,58,84,8,76,29,542,650,518
15773:17,616,302,654,8,564,542,518,58,84
15866:17,302,616,654,58,650,8,542,76,564
15908:9289,8321,3471,247,45956,11563,17567,9010,14423,3407
15914:17,302,616,654,58,542,8,650,518,61
15940:17,616,302,58,654,650,285,76,564,224
16008:17,7560,654,302,245,58,616,8,84,94
16017:508,564,65260,17,542,76,358,1099,302,650
16020:17,302,654,76,616,58,8,866,84,29
16021:17,302,654,76,616,58,8,866,84,29
16043:17,302,654,70,508,616,1023,58,542,8
16074:6916,81,54763,74280,11822,32569,93336,76183,61929,2548
16088:17,616,654,58,302,542,29,8,61,322
16122:302,654,58,84,616,8,29,1102,76,518
16137:11333,21175,4703,1135,100484,7029,43452,155,55613,3327
16141:302,654,58,616,84,29,8,650,76,224
16235:17,302,654,76,616,58,8,866,84,29
16238:17,302,654,76,616,58,8,866,84,29
16256:47048,17990,64137,98747,66853,115205,8988,67895,37441,72189
16269:17,302,654,616,58,76,8,29,84,224
16305:17,302,654,58,616,84,76,8,1102,542
16335:17,654,302,84,29,8,76,650,518,542
16493:15510,245,301,131,2955,774,1267,17,6210,119
16495:947,17,84,8,508,931,2950,245,654,302
16515:226,3423,17,780,140,70,5767,76,500,262
16522:17,654,302,616,58,76,354,84,8,518
16640:302,654,58,8,84,650,542,518,29,76
16812:168,719,5480,1326,8860,463,76,984,1400,226
16833:337,77581,805,385,83173,28511,16881,92129,3250,11401
16838:1256,32713,30156,20477,54234,24285,104653,55839,23444,118827
16839:17,58,29,616,84,76,354,1102,650,138
16898:23768,96618,78387,17,302,654,76,616,58,8
16918:5648,31227,2946,1131,19434,76647,12670,8731,25103,36630
16926:17,302,654,58,616,8,84,542,518,650
17007:654,58,616,8,29,354,518,650,138,301
17118:17,58,616,302,654,8,542,518,84,76
17195:616,17,302,654,58,8,861,650,564,84
17251:168,1326,719,8860,10267,984,76,7838,661,463
17254:105897,84943,30771,17,302,654,76,616,58,8
17266:17,302,58,616,29,84,1102,354,8,76
17363:17,616,302,654,58,8,542,518,84,15
17498:17,302,654,76,616,58,8,866,84,29
17499:45611,15284,3723,98858,50378,12929,63712,104100,21279,17
17513:17,302,654,616,564,58,650,8,84,81
17522:508,17,1023,1382,1790,1451,226,70,8,76
17528:17,616,654,302,58,29,518,650,564,61
17625:76,4671,533,8772,1352,17,7926,10981,203,2139
17626:17,138,70,1462,302,616,1023,654,226,1535
17689:302,654,616,518,58,29,301,138,736,76
17779:302,654,84,58,616,8,29,1102,354,76
17922:17,70,84,654,8,302,616,226,76,508
17974:82949,394,116053,83008,17925,4573,31919,107759,22255,5581
17993:17,302,616,58,654,650,8,518,285,542
18005:17,302,654,76,616,58,8,866,84,29
18030:17,302,654,1102,8,58,616,518,29,301
18101:17,245,1744,302,508,8,931,441,4268,947
18127:17,76,262,616,302,654,564,8,780,58
18163:17,654,302,58,616,29,84,239,542,6
18186:302,654,58,8,354,1102,518,29,76,736
18311:81,140,226,986,3423,500,1749,780,1884,2967
18316:901,2064,73150,85496,94176,1970,704,1787,44801,64511
18322:189,4755,1527,3107,2880,10041,1712,3172,378,4825
18334:17,302,654,76,616,58,8,866,84,29
18337:17,302,654,616,29,650,564,8,84,518
18411:17,564,974,616,8,70,76,654,302,518
18510:17,616,302,654,58,29,542,650,84,8
18616:302,654,58,84,616,650,29,8,1102,354
18711:17,302,654,76,616,58,8,866,84,29
